kind	artifact_id	priority	recommended_action	size_gib	local_path	source_path	source_exists	hf_repo_id	hf_private	hf_commit_url	upload_uploaded	upload_verified	has_upload_log	notes
manifest	ONPOLICY-SFT-Qwen3-4B-INSTRUCT2507-CODE-KODCODE-CTX8K-S1-BETA0-V1-step60	P1_PUBLIC_COPY_VERIFY	important code-task artifact; existing HF proof should be verified and copied public if repo is private	8.30	/data-1/model_weights/merged/ONPOLICY-SFT-Qwen3-4B-INSTRUCT2507-CODE-KODCODE-CTX8K-S1-BETA0-V1-step60	/data-1/checkpoints/ONPOLICY-SFT-Qwen3-4B-INSTRUCT2507-CODE-KODCODE-CTX8K-S1-BETA0-V1_1782371396/global_step_60/actor	False	AlexGeek/ONPOLICY-SFT-Qwen3-4B-INSTRUCT2507-CODE-KODCODE-CTX8K-S1-BETA0-V1-step60	True	https://huggingface.co/AlexGeek/ONPOLICY-SFT-Qwen3-4B-INSTRUCT2507-CODE-KODCODE-CTX8K-S1-BETA0-V1-step60/commit/f780b9f05ece7606d7f569eeca95fed35403219c	True	True	True	KodCode Instruct2507 CTX8K Stage1 beta=0.0 step60 handoff source for P60 Stage2; archive before deleting local P60 checkpoint data.
manifest	ONPOLICY-SFT-Qwen3-4B-INSTRUCT2507-CODE-KODCODE-CTX8K-S1-BETA01-V1-step100	P1_PUBLIC_COPY_VERIFY	important code-task artifact; existing HF proof should be verified and copied public if repo is private	8.30	/data-1/model_weights/merged/ONPOLICY-SFT-Qwen3-4B-INSTRUCT2507-CODE-KODCODE-CTX8K-S1-BETA01-V1-step100	/data-1/checkpoints/ONPOLICY-SFT-Qwen3-4B-INSTRUCT2507-CODE-KODCODE-CTX8K-S1-BETA01-V1_1782398871/global_step_100/actor	False	AlexGeek/ONPOLICY-SFT-Qwen3-4B-INSTRUCT2507-CODE-KODCODE-CTX8K-S1-BETA01-V1-step100	True	https://huggingface.co/AlexGeek/ONPOLICY-SFT-Qwen3-4B-INSTRUCT2507-CODE-KODCODE-CTX8K-S1-BETA01-V1-step100/commit/fca2099e78857257ab22bc0a38f1df1e3455c022	True	True	True	KodCode Instruct2507 CTX8K Stage1 beta=0.1 step100: Pure Stage1 effective100 baseline for fair comparison against P40 Stage2 raw60/effective100.
manifest	ONPOLICY-SFT-Qwen3-4B-INSTRUCT2507-CODE-KODCODE-CTX8K-S1-BETA01-V1-step115	P1_PUBLIC_COPY_VERIFY	important code-task artifact; existing HF proof should be verified and copied public if repo is private	8.30	/data-1/model_weights/merged/ONPOLICY-SFT-Qwen3-4B-INSTRUCT2507-CODE-KODCODE-CTX8K-S1-BETA01-V1-step115	/data-1/checkpoints/ONPOLICY-SFT-Qwen3-4B-INSTRUCT2507-CODE-KODCODE-CTX8K-S1-BETA01-V1_1782398871/global_step_115/actor	False	AlexGeek/ONPOLICY-SFT-Qwen3-4B-INSTRUCT2507-CODE-KODCODE-CTX8K-S1-BETA01-V1-step115	True	https://huggingface.co/AlexGeek/ONPOLICY-SFT-Qwen3-4B-INSTRUCT2507-CODE-KODCODE-CTX8K-S1-BETA01-V1-step115/commit/62821b1ba8f411167576a1a9c3c217f850c1dd6b	True	True	True	KodCode Instruct2507 CTX8K Stage1 beta=0.1 step115: Best checkpoint selected by HumanEval+ pass@1 in best_checkpoint.json.
manifest	ONPOLICY-SFT-Qwen3-4B-INSTRUCT2507-CODE-KODCODE-CTX8K-S1-BETA01-V1-step150	P1_PUBLIC_COPY_VERIFY	important code-task artifact; existing HF proof should be verified and copied public if repo is private	8.30	/data-1/model_weights/merged/ONPOLICY-SFT-Qwen3-4B-INSTRUCT2507-CODE-KODCODE-CTX8K-S1-BETA01-V1-step150	/data-1/checkpoints/ONPOLICY-SFT-Qwen3-4B-INSTRUCT2507-CODE-KODCODE-CTX8K-S1-BETA01-V1_1782398871/global_step_150/actor	False	AlexGeek/ONPOLICY-SFT-Qwen3-4B-INSTRUCT2507-CODE-KODCODE-CTX8K-S1-BETA01-V1-step150	True	https://huggingface.co/AlexGeek/ONPOLICY-SFT-Qwen3-4B-INSTRUCT2507-CODE-KODCODE-CTX8K-S1-BETA01-V1-step150/commit/38962eaaa4c5f788e99ef8a0d831457e2b659c6d	True	True	True	KodCode Instruct2507 CTX8K Stage1 beta=0.1 step150: Final Stage1 beta=0.1 checkpoint.
manifest	ONPOLICY-SFT-Qwen3-4B-INSTRUCT2507-CODE-KODCODE-CTX8K-S1-BETA01-V1-step40	P1_PUBLIC_COPY_VERIFY	important code-task artifact; existing HF proof should be verified and copied public if repo is private	8.30	/data-1/model_weights/merged/ONPOLICY-SFT-Qwen3-4B-INSTRUCT2507-CODE-KODCODE-CTX8K-S1-BETA01-V1-step40	/data-1/checkpoints/ONPOLICY-SFT-Qwen3-4B-INSTRUCT2507-CODE-KODCODE-CTX8K-S1-BETA01-V1_1782398871/global_step_40/actor	False	AlexGeek/ONPOLICY-SFT-Qwen3-4B-INSTRUCT2507-CODE-KODCODE-CTX8K-S1-BETA01-V1-step40	True	https://huggingface.co/AlexGeek/ONPOLICY-SFT-Qwen3-4B-INSTRUCT2507-CODE-KODCODE-CTX8K-S1-BETA01-V1-step40/commit/89e4bf15f5af6865ca8c42c90062c5c088a0f561	True	True	True	KodCode Instruct2507 CTX8K Stage1 beta=0.1 step40: P40 Stage2 handoff source; also needed to reproduce P40 lambda sweep initialization.
manifest	ONPOLICY-SFT-Qwen3-4B-INSTRUCT2507-CODE-KODCODE-CTX8K-S1-BETA01-V1-step60	P1_PUBLIC_COPY_VERIFY	important code-task artifact; existing HF proof should be verified and copied public if repo is private	8.30	/data-1/model_weights/merged/ONPOLICY-SFT-Qwen3-4B-INSTRUCT2507-CODE-KODCODE-CTX8K-S1-BETA01-V1-step60	/data-1/checkpoints/ONPOLICY-SFT-Qwen3-4B-INSTRUCT2507-CODE-KODCODE-CTX8K-S1-BETA01-V1_1782398871/global_step_60/actor	False	AlexGeek/ONPOLICY-SFT-Qwen3-4B-INSTRUCT2507-CODE-KODCODE-CTX8K-S1-BETA01-V1-step60	True	https://huggingface.co/AlexGeek/ONPOLICY-SFT-Qwen3-4B-INSTRUCT2507-CODE-KODCODE-CTX8K-S1-BETA01-V1-step60/commit/801508885e8b7b5f639ba308689422191cb8594b	True	True	True	KodCode Instruct2507 CTX8K Stage1 beta=0.1 step60 handoff source for P60 Stage2; archive before deleting local P60 checkpoint data.
manifest	WDL-SFT-STAGED-V1-S2-BOXED-FROM-S1-BETA0-BETA0-step15	P2_PUBLIC_COPY_VERIFY	math staged/plateau result; keep if paper/ablation provenance matters	17.00	/data-1/model_weights/merged/WDL-SFT-STAGED-V1-S2-BOXED-FROM-S1-BETA0-BETA0-step15	/data-1/checkpoints/WDL-SFT-STAGED-V1-S2-BOXED-FROM-S1-BETA0-BETA0_1780249087/global_step_15/actor	False		True		False	False	False	L40S archive of boxed matched Stage2 joint QwenJointForCausalLM; model2-only rollout, fused loss, checkpoint role=best.
manifest	WDL-SFT-STAGED-V1-S2-BOXED-FROM-S1-BETA0-BETA0-step75	P2_PUBLIC_COPY_VERIFY	math staged/plateau result; keep if paper/ablation provenance matters	17.00	/data-1/model_weights/merged/WDL-SFT-STAGED-V1-S2-BOXED-FROM-S1-BETA0-BETA0-step75	/data-1/checkpoints/WDL-SFT-STAGED-V1-S2-BOXED-FROM-S1-BETA0-BETA0_1780249087/global_step_75/actor	False		True		False	False	False	L40S archive of boxed matched Stage2 joint QwenJointForCausalLM; model2-only rollout, fused loss, checkpoint role=latest_non_best.
manifest	WDL-SFT-STAGED-V1-S2-BOXED-FROM-S1-BETA01-BETA01-step30	P2_PUBLIC_COPY_VERIFY	math staged/plateau result; keep if paper/ablation provenance matters	17.00	/data-1/model_weights/merged/WDL-SFT-STAGED-V1-S2-BOXED-FROM-S1-BETA01-BETA01-step30	/data-1/checkpoints/WDL-SFT-STAGED-V1-S2-BOXED-FROM-S1-BETA01-BETA01_1780317270/global_step_30/actor	False		True		False	False	False	L40S archive of boxed matched Stage2 joint QwenJointForCausalLM; model2-only rollout, fused loss, checkpoint role=best.
manifest	WDL-SFT-STAGED-V1-S2-BOXED-FROM-S1-BETA01-BETA01-step75	P2_PUBLIC_COPY_VERIFY	math staged/plateau result; keep if paper/ablation provenance matters	17.00	/data-1/model_weights/merged/WDL-SFT-STAGED-V1-S2-BOXED-FROM-S1-BETA01-BETA01-step75	/data-1/checkpoints/WDL-SFT-STAGED-V1-S2-BOXED-FROM-S1-BETA01-BETA01_1780317270/global_step_75/actor	False		True		False	False	False	L40S archive of boxed matched Stage2 joint QwenJointForCausalLM; model2-only rollout, fused loss, checkpoint role=latest_non_best.
manifest	WDL-SFT-STAGED-V1-S2-FROM-S1-BETA0-BETA0-step35	P2_PUBLIC_COPY_VERIFY	math staged/plateau result; keep if paper/ablation provenance matters	17.00	/data-1/model_weights/merged/WDL-SFT-STAGED-V1-S2-FROM-S1-BETA0-BETA0-step35	/data-1/checkpoints/WDL-SFT-STAGED-V1-S2-FROM-S1-BETA0-BETA0_1780073162/global_step_35/actor	False	AlexGeek/WDL-SFT-STAGED-V1-S2-FROM-S1-BETA0-BETA0-step35	True	https://huggingface.co/AlexGeek/WDL-SFT-STAGED-V1-S2-FROM-S1-BETA0-BETA0-step35/commit/3c93551fc572991360a363340afeeeb0e6739e0c	True	True	True	Third-batch Stage 2 joint QwenJointForCausalLM archive; model2-only rollout, fused loss, checkpoint role=best.
manifest	WDL-SFT-STAGED-V1-S2-FROM-S1-BETA01-BETA01-step20	P2_PUBLIC_COPY_VERIFY	math staged/plateau result; keep if paper/ablation provenance matters	17.00	/data-1/model_weights/merged/WDL-SFT-STAGED-V1-S2-FROM-S1-BETA01-BETA01-step20	/data-1/checkpoints/WDL-SFT-STAGED-V1-S2-FROM-S1-BETA01-BETA01_1780096269/global_step_20/actor	False	AlexGeek/WDL-SFT-STAGED-V1-S2-FROM-S1-BETA01-BETA01-step20	True	https://huggingface.co/AlexGeek/WDL-SFT-STAGED-V1-S2-FROM-S1-BETA01-BETA01-step20/commit/9e2384bfb92f18caa9db0eb7311960ec04a33ae3	True	True	True	Third-batch Stage 2 joint QwenJointForCausalLM archive; model2-only rollout, fused loss, checkpoint role=best.
manifest	WDL-SFT-STAGED-V1-S2-FROM-S1-BETA01-BETA01-step75	P2_PUBLIC_COPY_VERIFY	math staged/plateau result; keep if paper/ablation provenance matters	17.00	/data-1/model_weights/merged/WDL-SFT-STAGED-V1-S2-FROM-S1-BETA01-BETA01-step75	/data-1/checkpoints/WDL-SFT-STAGED-V1-S2-FROM-S1-BETA01-BETA01_1780096269/global_step_75/actor	False		True		False	False	True	Third-batch Stage 2 joint QwenJointForCausalLM archive; model2-only rollout, fused loss, checkpoint role=latest_non_best.
local_hf_dir	QwenJoint-4B-Stage2-model2-from-s1-boxed-beta0-best	P2_PUBLIC_COPY_VERIFY	math staged/plateau result; keep if paper/ablation provenance matters	16.45	/data-1/.cache/huggingface/QwenJoint-4B-Stage2-model2-from-s1-boxed-beta0-best								False	local HF-format directory discovered by config.json + weights
local_hf_dir	QwenJoint-4B-Stage2-model2-from-s1-boxed-beta01-best	P2_PUBLIC_COPY_VERIFY	math staged/plateau result; keep if paper/ablation provenance matters	16.45	/data-1/.cache/huggingface/QwenJoint-4B-Stage2-model2-from-s1-boxed-beta01-best								False	local HF-format directory discovered by config.json + weights
local_hf_dir	QwenJoint-4B-Stage2-step_110	P2_PUBLIC_COPY_VERIFY	math staged/plateau result; keep if paper/ablation provenance matters	16.45	/data-1/.cache/huggingface/QwenJoint-4B-Stage2-step_110								False	local HF-format directory discovered by config.json + weights
local_hf_dir	QwenJoint-4B-Stage2-step_120	P2_PUBLIC_COPY_VERIFY	math staged/plateau result; keep if paper/ablation provenance matters	16.45	/data-1/.cache/huggingface/QwenJoint-4B-Stage2-step_120								False	local HF-format directory discovered by config.json + weights
local_hf_dir	QwenJoint-4B-Stage2-step_150	P2_PUBLIC_COPY_VERIFY	math staged/plateau result; keep if paper/ablation provenance matters	16.45	/data-1/.cache/huggingface/QwenJoint-4B-Stage2-step_150								False	local HF-format directory discovered by config.json + weights
local_hf_dir	QwenJoint-4B-Stage2-step_85	P2_PUBLIC_COPY_VERIFY	math staged/plateau result; keep if paper/ablation provenance matters	16.45	/data-1/.cache/huggingface/QwenJoint-4B-Stage2-step_85								False	local HF-format directory discovered by config.json + weights
manifest	ONPOLICY-SFT-Qwen3-4B-MATH-S1-BOXED-BETA0-V1-step135	P2_PUBLIC_COPY_VERIFY	math staged/plateau result; keep if paper/ablation provenance matters	8.30	/data-1/model_weights/merged/ONPOLICY-SFT-Qwen3-4B-MATH-S1-BOXED-BETA0-V1-step135	/data-1/checkpoints/ONPOLICY-SFT-Qwen3-4B-MATH-S1-BOXED-BETA0-V1_1780230447/global_step_135/actor	False		True		False	False	False	L40S archive of boxed matched Stage1 beta=0.0; checkpoint role=best.
manifest	ONPOLICY-SFT-Qwen3-4B-MATH-S1-BOXED-BETA0-V1-step150	P2_PUBLIC_COPY_VERIFY	math staged/plateau result; keep if paper/ablation provenance matters	8.30	/data-1/model_weights/merged/ONPOLICY-SFT-Qwen3-4B-MATH-S1-BOXED-BETA0-V1-step150	/data-1/checkpoints/ONPOLICY-SFT-Qwen3-4B-MATH-S1-BOXED-BETA0-V1_1780230447/global_step_150/actor	False		True		False	False	False	L40S archive of boxed matched Stage1 beta=0.0; checkpoint role=latest_non_best.
manifest	ONPOLICY-SFT-Qwen3-4B-MATH-S1-BOXED-BETA01-V1-step115	P2_PUBLIC_COPY_VERIFY	math staged/plateau result; keep if paper/ablation provenance matters	8.30	/data-1/model_weights/merged/ONPOLICY-SFT-Qwen3-4B-MATH-S1-BOXED-BETA01-V1-step115	/data-1/checkpoints/ONPOLICY-SFT-Qwen3-4B-MATH-S1-BOXED-BETA01-V1_1780298630/global_step_115/actor	False		True		False	False	False	L40S archive of boxed matched Stage1 beta=0.1; checkpoint role=best.
manifest	ONPOLICY-SFT-Qwen3-4B-MATH-S1-BOXED-BETA01-V1-step150	P2_PUBLIC_COPY_VERIFY	math staged/plateau result; keep if paper/ablation provenance matters	8.30	/data-1/model_weights/merged/ONPOLICY-SFT-Qwen3-4B-MATH-S1-BOXED-BETA01-V1-step150	/data-1/checkpoints/ONPOLICY-SFT-Qwen3-4B-MATH-S1-BOXED-BETA01-V1_1780298630/global_step_150/actor	False		True		False	False	False	L40S archive of boxed matched Stage1 beta=0.1; checkpoint role=latest_non_best.
local_hf_dir	model2-from-s1-boxed-beta0-best	P2_PUBLIC_COPY_VERIFY	math staged/plateau result; keep if paper/ablation provenance matters	8.23	/data-1/model_weights/staged_v1/boxed_matched/model2-from-s1-boxed-beta0-best								False	local HF-format directory discovered by config.json + weights
local_hf_dir	model2-from-s1-boxed-beta01-best	P2_PUBLIC_COPY_VERIFY	math staged/plateau result; keep if paper/ablation provenance matters	8.23	/data-1/model_weights/staged_v1/boxed_matched/model2-from-s1-boxed-beta01-best								False	local HF-format directory discovered by config.json + weights
local_hf_dir	step_70	P2_PUBLIC_COPY_VERIFY	math staged/plateau result; keep if paper/ablation provenance matters	8.23	/data-1/model_weights/code_task/stage2_retention/beta01/step_70								False	local HF-format directory discovered by config.json + weights
local_hf_dir	step_70	P2_PUBLIC_COPY_VERIFY	math staged/plateau result; keep if paper/ablation provenance matters	8.23	/data-1/model_weights/code_task/stage2_retention/beta0/step_70								False	local HF-format directory discovered by config.json + weights
manifest	WDL-GROUP-ADV-IS-Qwen3-4B-MATH-1A-step300	P2_VERIFY_ONLY	uploaded/verified historical artifact; public copy optional	17.00	/data-1/model_weights/merged/WDL-GROUP-ADV-IS-Qwen3-4B-MATH-1A-step300	/data-1/checkpoints/WDL-GROUP-ADV-IS-Qwen3-4B-MATH-1A_1779295502/global_step_300/actor	False	AlexGeek/WDL-GROUP-ADV-IS-Qwen3-4B-MATH-1A-step300	True	https://huggingface.co/AlexGeek/WDL-GROUP-ADV-IS-Qwen3-4B-MATH-1A-step300/commit/c6b6744fdf6f4cfa34295eef4f95fd09455cebd1	True	True	True	Second-batch joint QwenJointForCausalLM checkpoint; uploaded as joint model, not model2 extraction.
manifest	WDL-GROUP-ADV-IS-Qwen3-4B-MATH-1D-MATHDATA-E1-step100	P2_VERIFY_ONLY	uploaded/verified historical artifact; public copy optional	17.00	/data-1/model_weights/merged/WDL-GROUP-ADV-IS-Qwen3-4B-MATH-1D-MATHDATA-E1-step100	/data-1/checkpoints/WDL-GROUP-ADV-IS-Qwen3-4B-MATH-1D-MATHDATA-E1_1779416149/global_step_100/actor	False	AlexGeek/WDL-GROUP-ADV-IS-Qwen3-4B-MATH-1D-MATHDATA-E1-step100	True	https://huggingface.co/AlexGeek/WDL-GROUP-ADV-IS-Qwen3-4B-MATH-1D-MATHDATA-E1-step100/commit/e0683dca7715d11426b551e159aa565808f9f0fb	True	True	True	Second-batch joint QwenJointForCausalLM checkpoint; step 100 is the selected best checkpoint, while step 115 also exists locally.
manifest	WDL-GROUP-ADV-IS-Qwen3-4B-MATH-1D-MATHDATA-E1-step115	P2_VERIFY_ONLY	uploaded/verified historical artifact; public copy optional	17.00	/data-1/model_weights/merged/WDL-GROUP-ADV-IS-Qwen3-4B-MATH-1D-MATHDATA-E1-step115	/data-1/checkpoints/WDL-GROUP-ADV-IS-Qwen3-4B-MATH-1D-MATHDATA-E1_1779416149/global_step_115/actor	False	AlexGeek/WDL-GROUP-ADV-IS-Qwen3-4B-MATH-1D-MATHDATA-E1-step115	True	https://huggingface.co/AlexGeek/WDL-GROUP-ADV-IS-Qwen3-4B-MATH-1D-MATHDATA-E1-step115/commit/3712063a2e09223d5df259daf456b14e0e5eac96	True	True	True	Third-batch joint QwenJointForCausalLM archive of latest non-best checkpoint; uploaded as joint model, not model2 extraction.
manifest	WDL-SFT-Qwen3-4B-MATH-1A-LABELFIX-step300	P2_VERIFY_ONLY	uploaded/verified historical artifact; public copy optional	17.00	/data-1/model_weights/merged/WDL-SFT-Qwen3-4B-MATH-1A-LABELFIX-step300	/data-1/checkpoints/WDL-SFT-Qwen3-4B-MATH-1A-LABELFIX_1779075938/global_step_300/actor	False	AlexGeek/WDL-SFT-Qwen3-4B-MATH-1A-LABELFIX-step300	True	https://huggingface.co/AlexGeek/WDL-SFT-Qwen3-4B-MATH-1A-LABELFIX-step300/commit/690b0e120dc7a3cbfccdb2fe595bebf09184be92	True	True	True	Second-batch joint QwenJointForCausalLM checkpoint; uploaded as joint model, not model2 extraction.
manifest	WDL-SFT-Qwen3-4B-MATH-4A-DUAL-M2-GROUP-ADV-IS-step115	P2_VERIFY_ONLY	uploaded/verified historical artifact; public copy optional	17.00	/data-1/model_weights/merged/WDL-SFT-Qwen3-4B-MATH-4A-DUAL-M2-GROUP-ADV-IS-step115	/data-1/checkpoints/WDL-SFT-Qwen3-4B-MATH-4A-DUAL-M2-GROUP-ADV-IS_1779761732/global_step_115/actor	False	AlexGeek/WDL-SFT-Qwen3-4B-MATH-4A-DUAL-M2-GROUP-ADV-IS-step115	True	https://huggingface.co/AlexGeek/WDL-SFT-Qwen3-4B-MATH-4A-DUAL-M2-GROUP-ADV-IS-step115/commit/c5b29e0c5181b6c9b8c45a70bb6bf0a5808e3216	True	True	True	Third-batch joint QwenJointForCausalLM archive of latest non-best checkpoint from dual-rollout worktree; uploaded as joint model, not model2 extraction.
manifest	WDL-SFT-Qwen3-4B-MATH-4A-DUAL-M2-GROUP-ADV-IS-step25	P2_VERIFY_ONLY	uploaded/verified historical artifact; public copy optional	17.00	/data-1/model_weights/merged/WDL-SFT-Qwen3-4B-MATH-4A-DUAL-M2-GROUP-ADV-IS-step25	/data-1/checkpoints/WDL-SFT-Qwen3-4B-MATH-4A-DUAL-M2-GROUP-ADV-IS_1779761732/global_step_25/actor	False	AlexGeek/WDL-SFT-Qwen3-4B-MATH-4A-DUAL-M2-GROUP-ADV-IS-step25	True	https://huggingface.co/AlexGeek/WDL-SFT-Qwen3-4B-MATH-4A-DUAL-M2-GROUP-ADV-IS-step25/commit/6e4a799d97a3882fcc2c7d1feb9479a4183960d6	True	True	True	Second-batch joint QwenJointForCausalLM checkpoint from dual-rollout worktree; step 25 is the selected best checkpoint, while step 115 also exists locally.
manifest	GRPO-Qwen3-4B-MATH-2G-MATHDATA-BASE-E1-step115	P2_VERIFY_ONLY	uploaded/verified historical artifact; public copy optional	8.30	/data-1/model_weights/merged/GRPO-Qwen3-4B-MATH-2G-MATHDATA-BASE-E1-step115	/data-1/checkpoints/GRPO-Qwen3-4B-MATH-2G-MATHDATA-BASE-E1_1779502318/global_step_115/actor	False	AlexGeek/GRPO-Qwen3-4B-MATH-2G-MATHDATA-BASE-E1-step115	True	https://huggingface.co/AlexGeek/GRPO-Qwen3-4B-MATH-2G-MATHDATA-BASE-E1-step115/commit/e0a23794b060a2f39dc40ea2993264b882153074	True	True	True	First-batch standard Qwen3ForCausalLM checkpoint selected for private HF model archive.
manifest	GRPO-Qwen3-4B-MATH-2G-MATHDATA-SFT-E1-step100	P2_VERIFY_ONLY	uploaded/verified historical artifact; public copy optional	8.30	/data-1/model_weights/merged/GRPO-Qwen3-4B-MATH-2G-MATHDATA-SFT-E1-step100	/data-1/checkpoints/GRPO-Qwen3-4B-MATH-2G-MATHDATA-SFT-E1_1779513533/global_step_100/actor	False	AlexGeek/GRPO-Qwen3-4B-MATH-2G-MATHDATA-SFT-E1-step100	True	https://huggingface.co/AlexGeek/GRPO-Qwen3-4B-MATH-2G-MATHDATA-SFT-E1-step100/commit/86a931788100cf47a218ddbfc4a1831c32e17cc0	True	True	True	First-batch standard Qwen3ForCausalLM checkpoint; step 100 is the best checkpoint, while step 115 also exists locally.
manifest	GRPO-Qwen3-4B-MATH-2G-MATHDATA-SFT-E1-step115	P2_VERIFY_ONLY	uploaded/verified historical artifact; public copy optional	8.30	/data-1/model_weights/merged/GRPO-Qwen3-4B-MATH-2G-MATHDATA-SFT-E1-step115	/data-1/checkpoints/GRPO-Qwen3-4B-MATH-2G-MATHDATA-SFT-E1_1779513533/global_step_115/actor	False	AlexGeek/GRPO-Qwen3-4B-MATH-2G-MATHDATA-SFT-E1-step115	True	https://huggingface.co/AlexGeek/GRPO-Qwen3-4B-MATH-2G-MATHDATA-SFT-E1-step115/commit/576430abfea7d8ea49595adde6dad531813f4cf8	True	True	True	Third-batch archive of latest non-best checkpoint; step 100 best model was already archived.
manifest	ONPOLICY-SFT-Qwen3-4B-MATH-S1-BETA0-V1-step150	P2_VERIFY_ONLY	uploaded/verified historical artifact; public copy optional	8.30	/data-1/model_weights/merged/ONPOLICY-SFT-Qwen3-4B-MATH-S1-BETA0-V1-step150	/data-1/checkpoints/ONPOLICY-SFT-Qwen3-4B-MATH-S1-BETA0-V1_1779962803/global_step_150/actor	False	AlexGeek/ONPOLICY-SFT-Qwen3-4B-MATH-S1-BETA0-V1-step150	True	https://huggingface.co/AlexGeek/ONPOLICY-SFT-Qwen3-4B-MATH-S1-BETA0-V1-step150/commit/c959a75306d25e55fa274752111bf99c76350454	True	True	True	Third-batch Stage 1 single-model On-Policy SFT archive; original log shows non-boxed train file, beta=0.0, checkpoint role=latest_non_best.
manifest	ONPOLICY-SFT-Qwen3-4B-MATH-S1-BETA0-V1-step85	P2_VERIFY_ONLY	uploaded/verified historical artifact; public copy optional	8.30	/data-1/model_weights/merged/ONPOLICY-SFT-Qwen3-4B-MATH-S1-BETA0-V1-step85	/data-1/checkpoints/ONPOLICY-SFT-Qwen3-4B-MATH-S1-BETA0-V1_1779962803/global_step_85/actor	False	AlexGeek/ONPOLICY-SFT-Qwen3-4B-MATH-S1-BETA0-V1-step85	True	https://huggingface.co/AlexGeek/ONPOLICY-SFT-Qwen3-4B-MATH-S1-BETA0-V1-step85/commit/d5170c25b9289bf04f2e607714e3864f6571ef2e	True	True	True	Third-batch Stage 1 single-model On-Policy SFT archive; original log shows non-boxed train file, beta=0.0, checkpoint role=best.
manifest	ONPOLICY-SFT-Qwen3-4B-MATH-S1-BETA01-V1-step150	P2_VERIFY_ONLY	uploaded/verified historical artifact; public copy optional	8.30	/data-1/model_weights/merged/ONPOLICY-SFT-Qwen3-4B-MATH-S1-BETA01-V1-step150	/data-1/checkpoints/ONPOLICY-SFT-Qwen3-4B-MATH-S1-BETA01-V1_1779981295/global_step_150/actor	False	AlexGeek/ONPOLICY-SFT-Qwen3-4B-MATH-S1-BETA01-V1-step150	True	https://huggingface.co/AlexGeek/ONPOLICY-SFT-Qwen3-4B-MATH-S1-BETA01-V1-step150/commit/f5c38d7488e06e39d1e5268d0dc9ec5cf068fbc2	True	True	True	Third-batch Stage 1 single-model On-Policy SFT archive; original log shows non-boxed train file, beta=0.1, checkpoint role=best.
manifest	ONPOLICY-SFT-Qwen3-4B-MATH-S1-BETA02-V1-step150	P2_VERIFY_ONLY	uploaded/verified historical artifact; public copy optional	8.30	/data-1/model_weights/merged/ONPOLICY-SFT-Qwen3-4B-MATH-S1-BETA02-V1-step150	/data-1/checkpoints/ONPOLICY-SFT-Qwen3-4B-MATH-S1-BETA02-V1_1779999847/global_step_150/actor	False	AlexGeek/ONPOLICY-SFT-Qwen3-4B-MATH-S1-BETA02-V1-step150	True	https://huggingface.co/AlexGeek/ONPOLICY-SFT-Qwen3-4B-MATH-S1-BETA02-V1-step150/commit/81fc93487cf5d5d3ce85fadb796d63b7dcc864a8	True	True	True	Third-batch Stage 1 single-model On-Policy SFT archive; original log shows non-boxed train file, beta=0.2, checkpoint role=latest_non_best.
manifest	ONPOLICY-SFT-Qwen3-4B-MATH-S1-BETA02-V1-step65	P2_VERIFY_ONLY	uploaded/verified historical artifact; public copy optional	8.30	/data-1/model_weights/merged/ONPOLICY-SFT-Qwen3-4B-MATH-S1-BETA02-V1-step65	/data-1/checkpoints/ONPOLICY-SFT-Qwen3-4B-MATH-S1-BETA02-V1_1779999847/global_step_65/actor	False	AlexGeek/ONPOLICY-SFT-Qwen3-4B-MATH-S1-BETA02-V1-step65	True	https://huggingface.co/AlexGeek/ONPOLICY-SFT-Qwen3-4B-MATH-S1-BETA02-V1-step65/commit/b916d97cbebbc6ae8554e40eac51ab37a047c016	True	True	True	Third-batch Stage 1 single-model On-Policy SFT archive; original log shows non-boxed train file, beta=0.2, checkpoint role=best.
manifest	ONPOLICY-SFT-Qwen3-4B-MATH-S1-BETA03-V1-step150	P2_VERIFY_ONLY	uploaded/verified historical artifact; public copy optional	8.30	/data-1/model_weights/merged/ONPOLICY-SFT-Qwen3-4B-MATH-S1-BETA03-V1-step150	/data-1/checkpoints/ONPOLICY-SFT-Qwen3-4B-MATH-S1-BETA03-V1_1780019059/global_step_150/actor	False	AlexGeek/ONPOLICY-SFT-Qwen3-4B-MATH-S1-BETA03-V1-step150	True	https://huggingface.co/AlexGeek/ONPOLICY-SFT-Qwen3-4B-MATH-S1-BETA03-V1-step150/commit/3c855d77e872c4dca0c4eb239fef5a4f1929b458	True	True	True	Third-batch Stage 1 single-model On-Policy SFT archive; original log shows non-boxed train file, beta=0.3, checkpoint role=latest_non_best.
